customer_id,CustomerName,Gender,age,City,State,Pincode,DateOfBirth,Age,MaritalStatus,Education,Occupation,AnnualIncome,AccountOpenDate,CustomerSegment,account_type
194,Lavanya Dayal,Male,30,Pune,Maharashtra,66623,17-12-1997,28,Married,High School,Business Owner,2948663,11-02-2019,Platinum,Salary
195,Harish Shankar,Male,59,Bhubaneswar,Odisha,260863,01-01-1979,46,Single,Bachelor,Student,171309,05-06-2010,Regular,Current
196,Chasmum Vora,Male,50,Ahmedabad,Gujarat,654041,19-05-2008,17,Single,Diploma,Business Owner,2759946,29-04-2016,Platinum,Current
197,Baghyawati Sood,Male,53,Bhopal,Madhya Pradesh,224082,17-01-1978,47,Married,High School,Self-employed,1677590,16-05-2022,Gold,Savings
198,Tanveer Borah,Male,23,Ahmedabad,Gujarat,956967,19-12-1987,38,Married,Diploma,Salaried,455144,12-01-2023,Regular,Savings
199,Jagat Sarkar,Female,22,Hyderabad,Telangana,754728,18-10-1995,30,Married,Master,Student,86086,28-07-2023,Regular,Savings
200,Teerth Murty,Male,64,Mumbai,Maharashtra,530484,21-04-2018,7,Married,Bachelor,Salaried,927551,09-03-2013,Silver,Salary
201,Amaira Gola,Female,32,Bhubaneswar,Odisha,675942,02-07-1993,32,Married,Diploma,Student,188626,29-04-2016,Regular,Savings
202,Xavier Chowdhury,Male,32,Lucknow,Uttar Pradesh,617004,21-04-1999,26,Single,Diploma,Student,191675,21-11-2018,Regular,Savings
203,Tanish Dayal,Male,52,Delhi,Delhi,61631,07-06-2006,19,Single,Bachelor,Business Owner,1286563,14-07-2019,Gold,Savings
204,Jagvi Kota,Male,42,Pune,Maharashtra,48010,03-07-2000,25,Married,Diploma,Salaried,1247604,07-01-2013,Gold,Salary
205,Nicholas Thaker,Female,42,Hyderabad,Telangana,266596,09-11-1970,55,Married,Bachelor,Self-employed,571860,03-02-2017,Silver,Savings
206,Caleb Lanka,Female,46,Patna,Bihar,540349,29-03-1982,43,Single,High School,Salaried,1269140,13-12-2019,Gold,Savings
207,Avni Palla,Female,41,Bhopal,Madhya Pradesh,466053,27-02-1980,45,Single,Diploma,Student,53771,20-06-2019,Regular,Salary
208,Bachittar Contractor,Male,46,Bhubaneswar,Odisha,71174,29-09-1965,60,Married,Diploma,Self-employed,1088214,11-05-2011,Gold,Salary
209,Gavin Banik,Female,55,Ahmedabad,Gujarat,78648,01-05-1990,35,Single,Bachelor,Business Owner,2935210,13-11-2011,Platinum,Salary
210,Jason Ravel,Female,44,Bhubaneswar,Odisha,869637,20-11-1961,64,Single,Bachelor,Self-employed,1509646,26-04-2014,Gold,Savings
211,Sathvik Reddy,Male,69,Mumbai,Maharashtra,309323,11-10-2012,13,Married,Diploma,Self-employed,1027570,23-11-2021,Gold,Current
212,Gunbir Deep,Male,39,Thiruvananthapuram,Kerala,761846,10-09-2009,16,Married,High School,Salaried,850905,20-11-2010,Silver,Current
213,Shravya Tiwari,Female,61,Patna,Bihar,811484,23-08-1980,45,Married,Diploma,Student,136174,21-07-2020,Regular,Salary
214,Yash Bose,Female,40,Jaipur,Rajasthan,856016,16-10-2012,13,Single,Bachelor,Student,75921,07-07-2023,Regular,Savings
215,Chanchal Mangat,Male,28,Lucknow,Uttar Pradesh,630247,04-10-1979,46,Married,High School,Student,119697,07-06-2017,Regular,Salary
216,Vihaan Nair,Female,30,Chandigarh,Punjab,83844,23-08-1960,65,Single,High School,Retired,208061,11-10-2011,Regular,Current
217,Leela Nadig,Male,38,Chandigarh,Punjab,291762,15-05-1966,59,Single,Bachelor,Business Owner,2284483,01-01-2012,Platinum,Savings
218,Anirudh Aggarwal,Male,36,Jaipur,Rajasthan,232614,13-08-2016,9,Married,Bachelor,Salaried,1340899,17-05-2021,Gold,Savings
219,Ubika Ramanathan,Male,59,Bangalore,Karnataka,126605,13-04-1965,60,Married,Diploma,Student,91910,07-07-2012,Regular,Savings
220,Utkarsh Vala,Female,38,Delhi,Delhi,719601,15-07-1980,45,Married,Diploma,Self-employed,1496962,29-10-2013,Gold,Savings
221,Janaki Tripathi,Female,53,Chennai,Tamil Nadu,481367,17-01-1966,59,Married,Master,Retired,305111,21-12-2024,Regular,Salary
222,Gaurav Puri,Male,40,Delhi,Delhi,111506,26-10-1962,63,Married,Master,Business Owner,2695173,24-05-2012,Platinum,Savings
223,Yatan Gole,Male,49,Pune,Maharashtra,201609,23-08-1989,36,Single,Diploma,Student,77475,13-08-2018,Regular,Current
224,Teerth Deshmukh,Male,69,Patna,Bihar,204446,10-05-1966,59,Single,Master,Retired,143515,30-11-2017,Regular,Current
225,Prisha Bains,Male,33,Patna,Bihar,578404,15-02-2006,19,Single,Bachelor,Business Owner,1264307,20-12-2013,Gold,Current
226,Shivansh Master,Female,35,Kolkata,West Bengal,471310,08-05-1981,44,Single,PhD,Self-employed,1922782,03-10-2024,Gold,Savings
227,Warda Krishna,Male,68,Bhopal,Madhya Pradesh,834176,25-12-1984,41,Widowed,Diploma,Retired,214104,13-05-2018,Regular,Savings
228,Daksha Naidu,Female,63,Chandigarh,Punjab,360908,20-07-2003,22,Single,Bachelor,Salaried,362253,06-05-2011,Regular,Current
229,Rushil Shroff,Female,23,Thiruvananthapuram,Kerala,780336,22-03-1979,46,Married,Bachelor,Business Owner,1380468,28-06-2022,Gold,Salary
230,Nirja Goel,Male,49,Thiruvananthapuram,Kerala,97678,17-05-2008,17,Married,Diploma,Retired,376909,20-08-2012,Regular,Salary
231,Yashvi Lanka,Male,30,Chennai,Tamil Nadu,529234,14-11-1971,54,Married,Bachelor,Retired,363600,04-04-2018,Regular,Savings
232,Andrew Raj,Male,37,Thiruvananthapuram,Kerala,644494,25-03-2011,14,Married,Diploma,Business Owner,1933273,12-09-2022,Gold,Current
233,Hemal Bansal,Female,42,Mumbai,Maharashtra,908495,11-09-2011,14,Married,High School,Retired,494256,26-05-2017,Regular,Current
234,Anirudh Chandra,Female,61,Ahmedabad,Gujarat,164917,28-05-2002,23,Married,Diploma,Retired,327759,30-06-2023,Regular,Current
235,Finn Murty,Female,23,Thiruvananthapuram,Kerala,169272,19-10-1981,44,Single,Master,Business Owner,2749724,04-07-2010,Platinum,Salary
236,Girik Pandit,Female,39,Thiruvananthapuram,Kerala,523562,07-06-2002,23,Married,Bachelor,Self-employed,639236,30-11-2016,Silver,Current
237,Sanya Mutti,Male,27,Patna,Bihar,70420,08-07-1996,29,Single,Bachelor,Salaried,471790,23-05-2015,Regular,Savings
238,Ekani Verma,Female,65,Patna,Bihar,863461,30-01-1977,48,Single,Bachelor,Business Owner,2924820,10-06-2012,Platinum,Savings
239,Warjas Chand,Male,24,Bhopal,Madhya Pradesh,383053,17-06-1968,57,Married,High School,Student,114424,02-08-2017,Regular,Salary
240,Oviya Madan,Female,36,Kolkata,West Bengal,577986,11-09-1968,57,Single,Diploma,Retired,419687,26-06-2010,Regular,Savings
241,Isaac Sami,Male,26,Bangalore,Karnataka,37066,13-02-2019,6,Divorced,Bachelor,Salaried,1331136,07-11-2019,Gold,Salary
242,Madhav Thakkar,Female,36,Delhi,Delhi,582405,02-09-1998,27,Divorced,PhD,Salaried,1429883,02-08-2011,Gold,Savings
243,Aryan Ratta,Male,61,Hyderabad,Telangana,134587,14-10-1991,34,Divorced,High School,Business Owner,834648,25-02-2021,Silver,Savings
244,Siddharth Setty,Female,50,Ahmedabad,Gujarat,498522,31-12-1997,28,Single,Diploma,Student,122116,05-10-2015,Regular,Savings
245,Balhaar Behl,Male,43,Pune,Maharashtra,564119,17-11-1996,29,Single,High School,Student,138227,06-08-2011,Regular,Savings
246,Kiaan Natt,Male,48,Patna,Bihar,890774,24-11-2001,24,Divorced,Diploma,Self-employed,1608877,04-03-2024,Gold,Salary
247,Forum Goel,Female,33,Bangalore,Karnataka,915208,10-11-1964,61,Married,Diploma,Student,52977,16-09-2019,Regular,Savings
248,Diya Gulati,Male,45,Pune,Maharashtra,530446,16-08-2018,7,Divorced,Bachelor,Business Owner,595059,27-02-2016,Silver,Savings
249,Dominic Goel,Male,39,Kolkata,West Bengal,228889,21-12-2017,8,Divorced,Diploma,Salaried,650064,15-10-2020,Silver,Savings
250,Ryan Tak,Male,57,Pune,Maharashtra,428018,29-10-1968,57,Married,Diploma,Salaried,520968,10-11-2020,Silver,Current
251,Ishanvi Patel,Male,68,Pune,Maharashtra,516949,09-06-1965,60,Single,Bachelor,Student,166731,31-10-2024,Regular,Savings
252,Agastya Kar,Female,35,Thiruvananthapuram,Kerala,425748,14-02-1996,29,Single,PhD,Retired,345372,08-09-2018,Regular,Current
253,Hema Sekhon,Female,33,Pune,Maharashtra,34770,10-06-1990,35,Married,Diploma,Self-employed,1610250,26-03-2014,Gold,Savings
254,Bina Halder,Female,61,Chandigarh,Punjab,3881,20-10-1969,56,Single,Bachelor,Student,62319,11-04-2012,Regular,Current
255,Jack Sahni,Male,23,Bhubaneswar,Odisha,636715,22-04-1982,43,Single,Diploma,Business Owner,2053597,14-01-2024,Platinum,Current
256,Jeremiah Korpal,Male,39,Thiruvananthapuram,Kerala,141880,10-03-1977,48,Married,Master,Self-employed,1061909,23-11-2010,Gold,Current
257,Arunima Varghese,Female,29,Patna,Bihar,802955,23-01-1977,48,Divorced,Bachelor,Student,88746,17-02-2015,Regular,Current
258,Rajeshri Bahl,Male,38,Thiruvananthapuram,Kerala,422388,11-02-2008,17,Married,Master,Self-employed,1574979,04-07-2013,Gold,Savings
259,Manan Cheema,Female,51,Lucknow,Uttar Pradesh,249045,31-03-2000,25,Married,High School,Retired,322940,21-07-2015,Regular,Salary
260,Victor Sarkar,Female,42,Chennai,Tamil Nadu,117031,29-07-1972,53,Single,Bachelor,Business Owner,2274016,23-09-2012,Platinum,Current
261,Vansha Kohli,Male,30,Bhubaneswar,Odisha,600284,06-11-1997,28,Married,Bachelor,Student,104454,05-02-2023,Regular,Current
262,Bhavna Puri,Male,67,Kolkata,West Bengal,778768,17-06-1976,49,Widowed,Diploma,Salaried,763493,14-04-2020,Silver,Current
263,Pahal Kashyap,Female,56,Patna,Bihar,21834,27-12-1984,41,Single,Diploma,Business Owner,2067280,07-01-2019,Platinum,Salary
264,Advik Halder,Male,55,Pune,Maharashtra,226572,03-07-2001,24,Married,Bachelor,Retired,146887,01-08-2020,Regular,Savings
265,Ekansh Devi,Male,64,Chennai,Tamil Nadu,97246,30-05-1982,43,Married,Bachelor,Retired,429255,20-04-2011,Regular,Current
266,Kashish Gandhi,Male,44,Kolkata,West Bengal,81416,06-10-1966,59,Married,High School,Salaried,956578,21-08-2013,Silver,Current
267,Balvan Baria,Male,60,Lucknow,Uttar Pradesh,647336,03-10-1999,26,Married,Bachelor,Business Owner,2616414,15-02-2018,Platinum,Savings
268,Bhavya Balan,Female,35,Chennai,Tamil Nadu,272340,16-05-2009,16,Married,High School,Student,191154,22-11-2016,Regular,Salary
269,Harish Rau,Male,40,Hyderabad,Telangana,824769,13-10-1968,57,Single,High School,Salaried,343342,06-06-2018,Regular,Current
270,Siya Ganesan,Male,23,Kolkata,West Bengal,744007,15-07-1964,61,Single,Bachelor,Student,171812,27-03-2012,Regular,Salary
271,Dev Seshadri,Female,36,Jaipur,Rajasthan,956830,04-07-2018,7,Married,Diploma,Self-employed,1970771,09-04-2019,Gold,Salary
272,Neelima Magar,Female,44,Chandigarh,Punjab,402443,30-06-2008,17,Married,Diploma,Student,53116,09-06-2021,Regular,Savings
273,Aishani Tella,Female,67,Jaipur,Rajasthan,126730,28-04-1961,64,Married,Diploma,Self-employed,1802860,12-09-2015,Gold,Savings
274,Hritik Rajagopalan,Female,52,Chennai,Tamil Nadu,714864,14-05-1968,57,Divorced,Bachelor,Student,133471,24-07-2016,Regular,Salary
275,Saumya Koshy,Male,44,Bhopal,Madhya Pradesh,557216,16-03-1981,44,Married,Diploma,Self-employed,809277,27-03-2016,Silver,Savings
276,Yash Brahmbhatt,Male,44,Lucknow,Uttar Pradesh,808440,02-12-1974,51,Married,PhD,Business Owner,1030732,08-07-2018,Gold,Savings
277,Pranit Arya,Male,62,Patna,Bihar,253898,17-06-1996,29,Married,Diploma,Retired,453021,26-04-2023,Regular,Salary
278,Veer Agrawal,Female,28,Bangalore,Karnataka,800590,27-07-2003,22,Married,Bachelor,Business Owner,2154920,29-05-2019,Platinum,Current
279,Yahvi Boase,Male,34,Hyderabad,Telangana,352472,09-03-2003,22,Married,Diploma,Salaried,341891,06-05-2016,Regular,Salary
280,Krisha Butala,Male,42,Delhi,Delhi,226319,06-03-1979,46,Married,Bachelor,Business Owner,1009766,13-03-2018,Gold,Current
281,Devansh Agate,Female,34,Bhubaneswar,Odisha,613715,24-12-1995,30,Married,Bachelor,Business Owner,1011120,08-06-2024,Gold,Savings
282,Upasna Barman,Female,35,Chandigarh,Punjab,995285,05-04-1965,60,Single,Diploma,Retired,401818,30-04-2021,Regular,Current
283,Anmol Kaur,Male,59,Lucknow,Uttar Pradesh,259161,08-10-1974,51,Single,Diploma,Business Owner,1511377,13-08-2023,Gold,Savings
284,David Grover,Female,55,Hyderabad,Telangana,324126,31-12-1993,32,Single,Diploma,Salaried,467395,14-01-2014,Regular,Savings
285,Zansi Sem,Male,22,Pune,Maharashtra,549972,11-03-1960,65,Married,High School,Business Owner,543768,21-08-2015,Silver,Salary
286,Bakhshi Gaba,Male,36,Hyderabad,Telangana,851106,10-01-1995,30,Single,Diploma,Business Owner,1542786,30-11-2016,Gold,Current
287,Kevin Anand,Male,24,Bhopal,Madhya Pradesh,602749,17-10-1983,42,Married,Bachelor,Business Owner,2734046,20-11-2011,Platinum,Salary
288,Sneha Shan,Male,68,Ahmedabad,Gujarat,646461,26-10-2000,25,Married,Bachelor,Business Owner,1027015,24-11-2024,Gold,Current
289,Abeer Bassi,Female,53,Kolkata,West Bengal,87288,04-08-1985,40,Single,Diploma,Retired,400681,01-03-2022,Regular,Savings
290,Jacob Bora,Female,60,Bhubaneswar,Odisha,931359,13-12-1997,28,Married,Diploma,Retired,348675,11-02-2015,Regular,Savings
291,Sachi Mittal,Male,22,Ahmedabad,Gujarat,429302,10-11-2009,16,Single,High School,Salaried,944609,26-02-2014,Silver,Salary
292,Darsh Mandal,Male,48,Ahmedabad,Gujarat,100914,19-05-2019,6,Single,Diploma,Salaried,581859,28-05-2021,Silver,Current
293,Vinaya Srivastava,Female,49,Patna,Bihar,627633,30-08-2003,22,Married,Bachelor,Salaried,960915,06-07-2011,Silver,Salary
294,Chakrika Sekhon,Female,30,Delhi,Delhi,569066,20-11-1973,52,Single,Bachelor,Business Owner,1966168,23-12-2011,Gold,Savings
295,Hritik Chandra,Female,58,Chandigarh,Punjab,32299,13-01-1977,48,Single,Diploma,Student,81788,07-06-2015,Regular,Savings
296,Baghyawati Kaur,Female,59,Kolkata,West Bengal,525866,14-08-1986,39,Married,Diploma,Business Owner,1520680,16-12-2019,Gold,Salary
297,Hamsini Rao,Male,48,Ahmedabad,Gujarat,464648,13-07-1979,46,Married,Master,Student,161828,11-03-2024,Regular,Salary
298,Benjamin Balakrishnan,Female,62,Ahmedabad,Gujarat,992886,31-03-1965,60,Single,Diploma,Salaried,388630,06-11-2012,Regular,Current
299,Chakrika Contractor,Female,35,Bhubaneswar,Odisha,276002,17-12-2011,14,Married,Diploma,Business Owner,2907395,06-02-2016,Platinum,Savings
300,Krish Vohra,Male,67,Chennai,Tamil Nadu,160340,22-08-2008,17,Single,Bachelor,Salaried,423880,04-04-2016,Regular,Salary
301,Qushi Ganesh,Female,37,Bhopal,Madhya Pradesh,684766,20-06-1965,60,Single,Bachelor,Retired,461802,22-01-2021,Regular,Salary
302,Amol Pandit,Female,51,Kolkata,West Bengal,956270,19-02-1988,37,Married,Diploma,Salaried,1413836,12-05-2023,Gold,Salary
303,Oeshi Palla,Male,27,Bangalore,Karnataka,627132,16-02-1965,60,Married,Master,Business Owner,1876109,11-07-2013,Gold,Salary
304,Gabriel Mangal,Male,56,Delhi,Delhi,832724,01-07-1964,61,Married,Diploma,Retired,380500,21-12-2022,Regular,Current
305,Kai Raval,Female,47,Bhubaneswar,Odisha,775148,29-05-2012,13,Married,Bachelor,Retired,152986,06-04-2020,Regular,Current
306,Lakshmi Dubey,Male,67,Patna,Bihar,442066,10-10-2002,23,Widowed,High School,Student,181671,13-04-2017,Regular,Savings
307,Banjeet Krish,Male,43,Chandigarh,Punjab,595102,10-02-2005,20,Married,Bachelor,Self-employed,1904033,21-11-2022,Gold,Salary
308,Oni Prabhakar,Female,51,Kolkata,West Bengal,639108,25-08-2007,18,Single,Master,Retired,164496,27-01-2012,Regular,Savings
309,Irya Borah,Male,56,Chandigarh,Punjab,215829,14-02-1974,51,Married,Diploma,Self-employed,489582,21-12-2015,Regular,Current
310,Rudra Shah,Male,48,Patna,Bihar,420662,06-02-1965,60,Single,Bachelor,Salaried,894347,18-09-2016,Silver,Savings
311,Jonathan Bawa,Male,63,Hyderabad,Telangana,168048,23-07-2005,20,Married,Master,Salaried,987321,22-11-2021,Silver,Current
312,Saksham Chanda,Male,38,Thiruvananthapuram,Kerala,628997,10-03-1967,58,Single,High School,Retired,131979,26-11-2022,Regular,Current
313,Kala Dua,Male,43,Chandigarh,Punjab,402853,02-09-1976,49,Single,Bachelor,Student,85554,09-11-2016,Regular,Current
314,Daksh Dugar,Male,46,Thiruvananthapuram,Kerala,187873,23-02-1966,59,Divorced,Master,Salaried,927754,13-06-2010,Silver,Savings
315,Dhruv Bains,Female,54,Mumbai,Maharashtra,93301,20-05-2013,12,Married,Bachelor,Self-employed,844968,10-02-2010,Silver,Current
316,Anirudh Vyas,Male,31,Hyderabad,Telangana,185893,04-02-1966,59,Married,High School,Retired,474673,19-11-2022,Regular,Savings
317,Neel Dhingra,Male,57,Lucknow,Uttar Pradesh,55963,06-02-1981,44,Married,High School,Retired,341716,25-10-2024,Regular,Savings
318,Leena Buch,Male,69,Ahmedabad,Gujarat,723662,22-03-1996,29,Single,Diploma,Student,104154,10-12-2016,Regular,Savings
319,Pranav Doshi,Male,63,Bhubaneswar,Odisha,711000,03-10-1970,55,Single,High School,Retired,309956,16-08-2018,Regular,Current
320,Tanay Bajaj,Male,34,Bhopal,Madhya Pradesh,400356,09-02-2011,14,Single,Bachelor,Business Owner,792254,15-08-2017,Silver,Savings
321,Aachal Zachariah,Female,28,Kolkata,West Bengal,866438,01-02-1982,43,Married,High School,Self-employed,1119849,18-03-2022,Gold,Salary
322,Chatura Bora,Male,40,Thiruvananthapuram,Kerala,286126,09-12-2011,14,Married,Diploma,Business Owner,2726880,21-09-2015,Platinum,Current
323,Kamala Ghosh,Male,24,Chennai,Tamil Nadu,456694,03-05-2013,12,Married,Diploma,Business Owner,2581168,02-02-2019,Platinum,Salary
324,Yuvraj Kale,Male,70,Bangalore,Karnataka,819403,26-07-1963,62,Single,Diploma,Self-employed,831261,07-04-2015,Silver,Savings
325,Anita Radhakrishnan,Female,28,Thiruvananthapuram,Kerala,279764,26-07-2015,10,Divorced,Bachelor,Retired,298765,04-01-2023,Regular,Current
326,Balveer Gandhi,Female,45,Ahmedabad,Gujarat,239323,10-05-1967,58,Married,Bachelor,Retired,497161,21-06-2013,Regular,Salary
327,Lekha Sabharwal,Female,63,Patna,Bihar,45775,11-08-1997,28,Married,High School,Business Owner,2186349,14-06-2024,Platinum,Salary
328,Robert Pau,Male,68,Thiruvananthapuram,Kerala,86958,22-12-2018,7,Married,High School,Self-employed,693309,27-06-2016,Silver,Savings
329,Veda Krishna,Male,25,Thiruvananthapuram,Kerala,778417,12-05-2012,13,Married,High School,Salaried,1222475,27-07-2022,Gold,Current
330,Wahab Sheth,Male,66,Pune,Maharashtra,673353,16-09-2010,15,Single,Diploma,Self-employed,565393,14-04-2021,Silver,Current
331,Yahvi Kapadia,Male,22,Lucknow,Uttar Pradesh,677979,25-11-2006,19,Single,High School,Business Owner,1410302,01-02-2021,Gold,Savings
332,Bhavani Sachar,Female,60,Bangalore,Karnataka,644864,19-05-1988,37,Married,Bachelor,Self-employed,1847469,25-07-2022,Gold,Current
333,Chandran Iyer,Male,27,Mumbai,Maharashtra,944644,24-05-1983,42,Single,Diploma,Self-employed,1131232,30-05-2010,Gold,Savings
334,Farhan Doshi,Male,46,Hyderabad,Telangana,197275,29-04-1978,47,Single,Master,Salaried,1368828,11-06-2024,Gold,Current
335,Michael Walla,Female,70,Kolkata,West Bengal,500906,09-03-1988,37,Single,Diploma,Student,155104,09-09-2020,Regular,Salary
336,Chaman Agarwal,Female,33,Bhopal,Madhya Pradesh,913232,31-05-1981,44,Single,Diploma,Student,198989,22-06-2015,Regular,Current
337,Bahadurjit Devi,Female,62,Lucknow,Uttar Pradesh,38965,30-10-1983,42,Married,Bachelor,Salaried,814527,24-09-2020,Silver,Current
338,Logan Barman,Male,37,Lucknow,Uttar Pradesh,720611,05-07-1995,30,Married,Bachelor,Self-employed,838274,29-11-2018,Silver,Savings
339,Harita Sunder,Male,62,Bhubaneswar,Odisha,955808,28-09-1971,54,Married,Bachelor,Business Owner,1981553,09-12-2024,Gold,Current
340,Amara Kibe,Female,57,Bangalore,Karnataka,778088,28-11-2017,8,Single,Master,Salaried,807499,28-04-2024,Silver,Current
341,Om Chad,Male,57,Bhopal,Madhya Pradesh,839110,30-11-1986,39,Married,Diploma,Student,65821,15-09-2020,Regular,Salary
342,Chanakya Setty,Female,61,Patna,Bihar,588744,07-01-2001,24,Married,Master,Student,51864,18-05-2019,Regular,Current
343,Ekavir Naik,Male,49,Lucknow,Uttar Pradesh,584922,13-05-1988,37,Single,Diploma,Salaried,1000162,18-09-2015,Gold,Savings
344,Falan Kari,Male,43,Ahmedabad,Gujarat,395564,05-07-1966,59,Married,Master,Self-employed,1542009,01-11-2022,Gold,Salary
345,Max Dixit,Male,23,Thiruvananthapuram,Kerala,746016,01-11-1960,65,Single,Diploma,Retired,268693,17-07-2020,Regular,Salary
346,Krishna Bir,Male,26,Ahmedabad,Gujarat,259308,11-02-2001,24,Married,Diploma,Business Owner,2304397,13-08-2014,Platinum,Salary
347,Hemani Lala,Male,56,Delhi,Delhi,969340,23-09-2015,10,Married,Bachelor,Retired,147368,27-02-2020,Regular,Current
348,Ikbal Nagy,Female,57,Jaipur,Rajasthan,619134,05-07-2010,15,Single,Diploma,Business Owner,2038126,30-11-2021,Platinum,Savings
349,Theodore Kant,Female,53,Thiruvananthapuram,Kerala,624538,20-12-1968,57,Single,Diploma,Retired,431805,06-01-2011,Regular,Salary
350,Rudra Ahluwalia,Male,42,Chandigarh,Punjab,936318,28-07-1966,59,Married,Diploma,Retired,253039,19-03-2017,Regular,Salary
351,Laksh Devi,Male,32,Hyderabad,Telangana,239223,26-03-2008,17,Married,Bachelor,Business Owner,2388958,27-07-2015,Platinum,Salary
352,Siya Palla,Male,54,Lucknow,Uttar Pradesh,726126,14-02-1979,46,Married,Master,Business Owner,1533100,25-02-2016,Gold,Salary
353,Kabir Dada,Female,39,Kolkata,West Bengal,850625,20-05-2005,20,Married,Bachelor,Student,72530,27-04-2013,Regular,Savings
354,Indali Char,Male,24,Jaipur,Rajasthan,157529,17-10-1983,42,Single,Master,Self-employed,1764536,12-11-2017,Gold,Current
355,Tarak Gara,Male,27,Chennai,Tamil Nadu,509071,19-11-1971,54,Single,Bachelor,Self-employed,1101103,02-07-2012,Gold,Current
